Student_ID,Age,Gender,Education_Level,Stream,Specialization,Attendance_Percentage,CGPA,Semester_Marks_Percent,Internal_Marks,Practical_Marks,Project_Score,Lab_Score,Assignment_Score,Competition_Participation_Count,Olympiad_Participation,Hackathons_Count,Internships_Count,Research_Experience,Volunteer_Activities,Club_Activities,Leadership,Communication,Confidence,Creativity,Problem_Solving,Critical_Thinking,Adaptability,Teamwork,Decision_Making,Time_Management,Curiosity,Analytical_Thinking,Stress_Management,Self_Learning,Persistence,Interests,Skills,Certifications,Recommended_Career
STU127783,17,Female,Diploma,Diploma Engineering,Mechanical Engineering,77.3,10,78.9,83.4,84.9,,94.3,83,3,No,0,,No,No,No,4,7,6,4,6,5,5,5,6,5,7,2,4,5,7,3D Printing|Mechatronics|Structural Design|CAD Modelling,CATIA V5:Beginner|Circuit Design:Advanced|Creativity:Advanced|Problem Solving:Advanced,NPTEL - Fluid Mechanics and Hydraulic Machines,Paramedic
STU127784,22,Female,Postgraduate,MA,Economics,94.1,6.05,76,76,75,,75.6,80.5,1,No,0,1,No,No,No,4,5,4,6,6,1,4,4,4,6,1,5,3,5,4,Reading|Writing|Anthropology|History|Literature,Survey Design:Intermediate|Qualitative Research:Intermediate|Policy Analysis:Beginner|Persuasion:Advanced|Conflict Resolution:Beginner|Innovation Mindset:Intermediate|Stress Management:Beginner|Time Management:Intermediate,None,Professor
STU127785,23,Male,Postgraduate,MA,Psychology,82.9,7.8,68.4,,65,74.2,62.8,66.1,3,No,0,1,No,Yes,No,5,8,6,8,6,7,7,6,7,8,7,5,8,6,4,Poetry|Philosophy|Sociology|Writing,Screenwriting:Advanced|Qualitative Research:Advanced|Museum Curation:Advanced|Oral History Documentation:Advanced|Sign Language:Advanced|Active Listening:Expert|Decision Making:Intermediate|Innovation Mindset:Advanced,None,Counsellor
STU127786,21,Female,Diploma,Diploma Engineering,Computer Engineering,81.9,9.93,83.4,88.9,,96.5,85.5,96.7,4,No,0,,No,No,No,7,7,7,8,6,7,7,8,8,7,5,4,8,9,6,Internet of Things|Robotics|Computer Networking,LangChain:Expert|Blockchain Development:Advanced|Raspberry Pi:Expert|Ethical Reasoning:Expert|Self Learning:Expert|Problem Solving:Expert|Adaptability:Expert|Delegation:Advanced,None,Cyber Security Analyst
STU127787,15,Female,Higher Secondary,Science,"Physics, Chemistry, Maths (PCM)",81.5,,,70.1,,59.7,67.5,69.4,4,No,0,,No,No,No,4,4,5,3,4,4,4,3,6,5,4,5,6,6,4,Aeronautics|Electronics|Machine Operation|Structural Design|CAD Modelling|Industrial Automation|Construction Technology,Vehicle Diagnostics:Beginner|Renewable Energy Systems:Intermediate|Metallurgy Basics:Intermediate|Surveying Instruments:Beginner|Active Listening:Beginner|Adaptability:Intermediate|Creativity:Beginner|Presentation Skills:Beginner,None,Power Systems Engineer
STU127788,21,Female,Postgraduate,MA,Sociology,89.8,8.53,82.7,77.4,88.5,,94.4,88,3,Yes,0,1,No,Yes,No,7,5,6,6,10,5,4,6,6,8,7,8,6,7,6,Philosophy|Political Science|Poetry|Languages|Literature|Culture and Heritage,Screenwriting:Advanced|Counselling Techniques:Intermediate|Public Speaking:Advanced|Policy Analysis:Beginner|Archival Research:Advanced|Debate:Expert|Translation:Beginner|Sign Language:Advanced|Creative Writing:Advanced|Historical Research:Intermediate|Ethical Reasoning:Beginner|Creativity:Advanced,Coursera - Modern World History|NPTEL - Indian History and Culture|Coursera - Introduction to Philosophy|Certificate in Public Policy (Takshashila),Content Writer
STU127789,20,Male,Undergraduate,BVSc,Veterinary Science,69.4,,91.8,100,,81.5,,90.3,6,No,0,3,No,No,No,8,5,4,6,9,8,7,7,6,8,7,7,8,8,8,Alternative Medicine|Genetics|Pharmacology,Animal Handling:Advanced|Pharmacology Knowledge:Advanced|Nursing Procedures:Expert|Emergency Response:Expert|Surgical Assistance:Expert|Electronic Health Records:Expert|Rehabilitation Techniques:Advanced|Physiotherapy Techniques:Expert|Medical Imaging Interpretation:Advanced|Conflict Resolution:Intermediate|Emotional Intelligence:Expert,NPTEL - Human Physiology|Coursera - Nutrition and Lifestyle in Pregnancy|Diploma in Medical Lab Technology|Coursera - Anatomy Specialization|Infection Prevention and Control Certificate,Medical Lab Technician
STU127790,24,Female,Postgraduate,MTech/ME,Structural Engineering,,9.55,70.2,62,68.1,82.9,72.3,59.2,5,No,2,0,No,Yes,Yes,,,,,,,,,,,,,,,,Stock Market|Drones|CAD Modelling|Machines and Tools|Power Systems,Estimation and Costing:Expert|Revit:Expert|Lean Manufacturing:Expert|Piping Design:Advanced|Robotics Programming:Advanced|AutoCAD:Advanced|Building Information Modelling (BIM):Advanced|Self Learning:Intermediate|Time Management:Advanced|Resilience:Advanced|Active Listening:Advanced,None,Electrical Engineer
STU127791,24,Female,Postgraduate,MTech/ME,Computer Science,95.4,10,82.1,76.1,76.6,83.2,86.8,82.3,2,No,1,3,No,No,Yes,6,6,7,9,5,8,6,7,7,6,5,7,9,7,6,Ethical Hacking|Embedded Systems,Arduino Programming:Expert|Docker:Expert|iOS Development:Advanced|Unity Game Engine:Expert|Excel (Advanced):Advanced|TypeScript:Advanced|Leadership:Advanced|Decision Making:Advanced,None,Product Manager (Tech)
STU127792,17,Male,Higher Secondary,Vocational,IT/ITES,66.2,8.39,64.8,64.5,64.5,66.5,64.2,68.7,0,No,0,,No,Yes,Yes,5,5,6,4,5,2,3,4,5,4,6,4,4,5,6,Cyber Security|App Development|Data Science|Blockchain|Programming|Machine Learning|Ethical Hacking|Photography,C++:Beginner|Presentation Skills:Intermediate|Critical Thinking:Intermediate|Cultural Sensitivity:Beginner|Delegation:Advanced,None,Cyber Security Analyst
STU127793,18,Male,Diploma,Diploma Paramedical,Medical Lab Technology,90.5,8.72,69.5,76.1,69.7,83.5,63.2,62.3,2,Yes,2,,No,No,No,4,5,5,7,8,6,4,6,7,5,5,6,6,6,5,Alternative Medicine|Fitness and Wellness|Pharmacology|Nursing Care,Laboratory Techniques:Advanced|Electronic Health Records:Intermediate|Biostatistics:Expert|Genetic Analysis:Advanced|Presentation Skills:Advanced|Decision Making:Intermediate|Time Management:Advanced,None,Clinical Psychologist
STU127794,24,Female,Undergraduate,BHM,Hotel Management,82.3,,78.2,85.7,78,92.8,74.9,81.7,3,No,0,0,No,Yes,Yes,7,6,5,5,8,7,5,6,4,7,4,7,8,7,5,Event Management|Aviation (Piloting)|Hotel Management|Cruise and Aviation Hospitality|Tourism|Baking|Travel|Cooking,Event Planning:Advanced|Housekeeping Management:Advanced|Customer Service:Advanced|Baking:Advanced|Travel Itinerary Planning:Advanced|Food and Beverage Service:Advanced|Cooking:Advanced|Leadership:Beginner|Time Management:Beginner|Teamwork:Intermediate,None,Cruise Staff
STU127795,12,Female,Class 7,General,NA,81.9,7.36,64.9,73.1,68.5,78.6,73.9,72.8,2,Yes,0,,,No,No,3,3,6,5,7,4,6,2,6,4,4,5,5,2,5,Archaeology|Literature,None,None,Seismologist
STU127796,21,Male,Undergraduate,BA,Sociology,,,80.5,89.3,70.3,70.2,,73.5,1,No,0,0,No,No,Yes,8,6,7,6,6,9,7,6,6,8,8,9,6,5,6,Philosophy|Reading|Literature|Writing,Scriptwriting:Advanced|Oral History Documentation:Intermediate|Ethical Reasoning:Advanced|Emotional Intelligence:Expert|Presentation Skills:Advanced|Teamwork:Advanced|Active Listening:Advanced,Coursera - Modern World History,Philosopher/Academic
STU127797,17,Male,Higher Secondary,Science,PCMB (Combined),,6.7,63.8,54.5,62.2,,55.3,63,1,No,0,,No,No,No,5,4,3,2,2,3,5,4,3,3,4,4,7,7,1,Oceanography|Scientific Writing|Meteorology|Wildlife,GIS Mapping:Beginner|Seismology Basics:Beginner|Spectroscopy:Beginner|Laboratory Skills:Advanced|Sample Preparation:Intermediate|Innovation Mindset:Beginner|Stress Management:Beginner,Coursera - Astrobiology|Coursera - Climate Change Science|Coursera - Data Analysis for Research,Science Journalist
STU127798,22,Male,Undergraduate,BDes,Animation,84.7,7.19,85,84.4,84.7,74.3,81.1,77.9,3,No,0,2,Yes,No,Yes,6,6,7,7,5,8,7,6,8,7,8,7,5,7,6,Painting,Procreate:Advanced|Canva:Intermediate|Interior Space Planning:Advanced|Calligraphy:Advanced|Textile Printing:Beginner|After Effects:Advanced|Rhino 3D:Advanced|Fashion Illustration:Advanced|Set Design:Intermediate|Adobe Photoshop:Advanced|Presentation Skills:Beginner|Communication:Intermediate|Critical Thinking:Expert,NULL,Graphic Designer
STU127799,22,Male,ITI,ITI,Draughtsman Civil,87.2,6.8,71,65.7,83.3,65.4,,72.6,3,No,0,2,No,Yes,No,5,3,5,6,4,3,6,4,8,6,5,5,5,4,6,Mechatronics|Electronics|Renewable Energy|Drones|CAD Modelling|Power Systems|Construction Technology,Vibration Analysis:Advanced|Power Electronics:Intermediate|PLC Programming:Intermediate|Networking (Professional):Beginner|Emotional Intelligence:Intermediate|Problem Solving:Intermediate|Active Listening:Advanced|Creativity:Beginner,None,Electronics Engineer
STU127800,23,Female,Postgraduate,MArch,Urban Planning,,9.4,84.1,75,83.7,92.1,95.7,89,3,No,0,1,No,Yes,Yes,9,7,8,7,5,7,6,6,5,8,7,5,6,5,6,Fashion|Architecture|Interior Design|Dance|Drawing,SketchUp:Advanced|Calligraphy:Expert|Adobe Illustrator:Advanced|DaVinci Resolve:Expert|Adobe Premiere Pro:Advanced|Stop Motion Animation:Advanced|Rhino 3D:Intermediate|Pattern Making:Advanced|Animation (2D/3D):Advanced|Sculpting:Intermediate|Adaptability:Advanced|Teamwork:Expert|Resilience:Advanced|Delegation:Advanced,Unity Certified Associate Game Developer|Certificate in Fashion Designing (NIFT Extension),Sales Manager
STU127801,20,Female,Undergraduate,BHM,Hotel Management,86.2,,,81.3,67.8,78.1,68.9,,1,No,0,2,No,No,Yes,7,7,7,6,6,7,8,7,4,7,3,7,4,6,6,Cruise and Aviation Hospitality|Tourism|Event Management,Housekeeping Management:Advanced|Baking:Expert|Travel Itinerary Planning:Intermediate|Food and Beverage Service:Advanced|Cooking:Expert|Adaptability:Intermediate|Delegation:Advanced|Networking (Professional):Expert|Leadership:Advanced|Persuasion:Expert,None,Tour Guide
STU127802,24,Female,Postgraduate,MBA,Marketing,92.1,9.43,96.6,100,100,,88.5,100,2,No,0,1,No,Yes,Yes,7,5,9,6,7,8,7,5,8,8,8,8,9,8,10,Stock Market|Supply Chain|Digital Marketing|E-commerce|Nanotechnology|Startups|Marketing,Financial Modelling:Advanced|Cold Calling:Advanced|Digital Marketing:Advanced|Google Ads:Advanced|Warehouse Management:Expert|Presentation Skills:Expert|Active Listening:Advanced|Time Management:Advanced,Coursera - Financial Markets by Yale|Google Digital Marketing Certificate|NPTEL - Business Analytics|NCFM Certification (NSE),Entrepreneur
STU127803,18,Female,Undergraduate,BTech/BE,Mechanical Engineering,,8.93,88.5,84.8,90.1,62.4,80.3,86.1,0,No,0,2,Yes,No,No,7,6,4,6,8,6,8,5,5,4,5,7,7,9,5,Structural Design|CAD Modelling,Quality Control:Advanced|CATIA V5:Advanced|Metallurgy Basics:Expert|Power Electronics:Intermediate|Piping Design:Advanced|Circuit Design:Advanced|PCB Design:Intermediate|Presentation Skills:Advanced|Time Management:Advanced|Innovation Mindset:Intermediate|Persuasion:Expert|Problem Solving:Advanced,None,Electrical Engineer
STU127804,19,Male,Undergraduate,BTech/BE,Electronics and Communication,86.9,9.93,63.9,73.6,64.9,75,64.9,68.7,3,No,1,2,Yes,No,No,7,8,9,7,7,7,4,6,8,7,9,7,6,4,7,Power Systems|Industrial Automation,SolidWorks:Expert|Manufacturing Processes:Advanced|Renewable Energy Systems:Advanced|Quality Control:Expert|Metallurgy Basics:Expert|Piping Design:Expert|Surveying Instruments:Advanced|Fire Safety Systems:Expert|CNC Programming:Intermediate|Construction Management:Expert|Adaptability:Advanced|Active Listening:Intermediate|Time Management:Expert,NPTEL - Machine Design|PLC Programming Certificate (Siemens/Allen Bradley)|NPTEL - Thermodynamics|MATLAB Certified Associate,Welding Inspector
STU127805,25,Male,Postgraduate,MSc,Environmental Science,85.2,10,83.2,85.9,81.2,92.2,76.8,90.4,2,No,1,1,No,No,Yes,8,7,7,7,10,10,7,8,7,8,5,7,7,7,10,Mathematics|Environment|Space Exploration|Chemistry|Nanotechnology|Scientific Writing|Construction Technology,GIS Mapping:Advanced|Remote Sensing:Expert|Field Research:Advanced|Laboratory Skills:Advanced|Microscopy:Advanced|Chemical Analysis:Expert|Spectroscopy:Expert|Sample Preparation:Expert|Climate Modelling:Advanced|Scientific Writing:Expert|Cultural Sensitivity:Advanced|Critical Thinking:Advanced|Problem Solving:Advanced,Coursera - Data Analysis for Research|Coursera - Climate Change Science|Coursera - Astrobiology,Lab Technician
STU127806,25,Male,Postgraduate,MSc,Data Science,74.6,7.34,76.8,70.4,73.8,63.8,65.8,78.5,0,No,0,1,No,No,Yes,6,6,7,4,7,8,7,4,6,4,8,5,6,5,4,Biology|Oceanography|Supply Chain|Nanotechnology|Scientific Writing,Remote Sensing:Advanced|Research Methodology:Advanced|Chromatography:Advanced|Spectroscopy:Advanced|Statistical Analysis:Intermediate|Chemical Analysis:Intermediate|Scientific Writing:Advanced|Networking (Professional):Advanced|Persuasion:Intermediate|Emotional Intelligence:Intermediate|Cultural Sensitivity:Advanced|Problem Solving:Beginner,NPTEL - Environmental Science,School Teacher
STU127807,27,Female,Postgraduate,MSc,Physics,88.9,6.38,66,54.9,82.2,72.6,86.4,75.7,4,No,0,0,No,Yes,Yes,8,8,3,6,5,7,4,5,7,6,7,6,4,8,6,Research|Oceanography|Wildlife|Chemistry|Nanotechnology|Scientific Writing,Climate Modelling:Beginner|Sample Preparation:Intermediate|Field Research:Advanced|Research Methodology:Advanced|Problem Solving:Advanced|Time Management:Intermediate,None,Climate Scientist
STU127808,20,Male,Undergraduate,BA,Journalism and Mass Communication,84.5,6.24,83.4,,80.2,,,70.6,4,No,0,3,No,Yes,No,7,6,8,7,6,7,8,6,6,6,6,6,5,7,8,Podcasting|Content Writing|Social Media|Public Relations|Blogging|Journalism,Podcast Production:Intermediate|Adaptability:Expert|Resilience:Intermediate|Creativity:Intermediate|Decision Making:Expert|Conflict Resolution:Advanced,Certificate in Journalism (IIMC)|Coursera - Podcasting Specialization|Certificate in Video Editing (Premiere Pro)|Google News Initiative Certification,Content Creator/Influencer
STU127809,23,Female,Undergraduate,BA,Journalism and Mass Communication,93.7,7.57,87.4,81.8,100,94,,93.2,1,No,0,1,Yes,Yes,No,6,7,7,8,9,10,5,8,8,7,7,10,8,7,8,Video Editing|Content Writing|Social Media|Public Relations|Blogging|Broadcasting|Journalism,Social Media Management:Expert|Copywriting:Advanced|Content Writing:Advanced|Media Ethics:Advanced|Broadcast Journalism:Advanced|Video Production:Expert|Photography:Expert|Podcast Production:Advanced|Resilience:Advanced|Presentation Skills:Expert|Communication:Intermediate|Ethical Reasoning:Advanced|Critical Thinking:Advanced,None,Video Producer
STU127810,20,Male,Undergraduate,BA,Political Science,77.3,7.09,66.5,51.3,59.2,77.6,57.9,62.8,2,No,0,3,Yes,No,No,,,,,,,,,,,,,,,,Political Science|Philosophy|Public Speaking|Poetry|Psychology|Languages|History,Scriptwriting:Intermediate|Archival Research:Expert|Academic Writing:Advanced|Decision Making:Intermediate|Delegation:Advanced|Problem Solving:Advanced|Emotional Intelligence:Beginner|Presentation Skills:Intermediate,Cambridge English Certificate (FCE)|Coursera - Introduction to Philosophy,Content Creator/Influencer
STU127811,22,Male,Postgraduate,MBA,Business Analytics,82,8.13,56,70.5,59.1,58.8,56.9,65,2,No,0,1,No,No,No,3,6,6,6,5,6,4,2,6,4,5,6,2,2,4,Investment|Banking|Business Strategy|Taxation|Human Resources|E-commerce|Startups|Marketing,Franchise Management:Intermediate|Investment Analysis:Advanced|Digital Marketing:Intermediate|Auditing:Expert|Negotiation:Intermediate|Email Marketing:Intermediate|Delegation:Beginner|Creativity:Beginner,Certificate in E-commerce Management (Amazon/Flipkart Academy)|QuickBooks Certified User,Bank PO/Clerk
STU127812,25,Male,Postgraduate,MSc,Data Science,76.6,5.99,73.1,73.5,80.7,74.5,75.9,71.9,3,No,0,0,No,Yes,No,7,6,7,5,7,6,4,5,4,5,5,5,5,4,4,Mathematics|Nanotechnology|Yoga,Environmental Monitoring:Intermediate|GIS Mapping:Intermediate|Research Methodology:Intermediate|Seismology Basics:Beginner|Critical Thinking:Intermediate|Emotional Intelligence:Advanced,Coursera - Climate Change Science|Certificate in GIS and Remote Sensing|NPTEL - Research Methodology|Coursera - Data Analysis for Research,Forensic Scientist
STU127813,18,Male,Undergraduate,BTech/BE,Agricultural Engineering,75.3,9.07,72.1,,84.2,73.4,76.8,74.8,1,No,0,0,No,Yes,No,,,,,,,,,,,,,,,,Animal Husbandry|Organic Farming|Fisheries|Forestry|Rural Development|Agri-Technology|Horticulture|Farming|Journalism,Pesticide Management:Intermediate|Soil Testing:Advanced|Livestock Management:Intermediate|Crop Management:Advanced|Food Safety:Intermediate|Irrigation Planning:Advanced|Precision Farming Tools:Advanced|Farm Equipment Operation:Advanced|Agri-Business Planning:Intermediate|Innovation Mindset:Intermediate|Critical Thinking:Intermediate|Time Management:Beginner,Certificate in Organic Farming|ICAR Certified Farm Advisor,UI/UX Designer
STU127814,18,Female,ITI,ITI,Plumber,89.2,7.87,67.6,67.7,89.9,59.5,83.6,61,3,No,0,1,No,No,No,,,,,,,,,,,,,,,,Tailoring|Automobile Repair|Machine Operation|Carpentry|Electrical Repair|Welding|Blogging|Plumbing,Carpentry:Advanced|Machine Operation:Advanced|Electrical Wiring:Intermediate|Teamwork:Intermediate|Innovation Mindset:Beginner|Communication:Advanced,None,Plumber
STU127815,28,Male,Postgraduate,MPharm,Pharmacy,91.6,9.81,63.5,71.9,58.6,77.4,64.9,57.9,5,No,0,3,No,Yes,No,7,5,6,6,6,5,4,7,6,6,6,10,7,10,9,Alternative Medicine|Medicine|Animal Care,First Aid and CPR:Expert|Medical Terminology:Advanced|Radiology Techniques:Intermediate|Laboratory Techniques:Advanced|Patient Counselling:Advanced|Rehabilitation Techniques:Expert|Medical Imaging Interpretation:Advanced|Genetic Analysis:Expert|Creativity:Intermediate|Emotional Intelligence:Intermediate,Coursera - Anatomy Specialization|Certified Nursing Assistant (CNA),Dentist
STU127816,26,Male,Postgraduate,MTech/ME,Thermal Engineering,80,6.72,,75.1,90.3,78.6,94.4,72.2,3,No,2,1,No,No,No,6,6,6,4,3,7,5,7,4,5,4,4,6,4,5,,SolidWorks:Intermediate|Six Sigma:Beginner|Vibration Analysis:Intermediate|Thermodynamics Applications:Intermediate|Quality Control:Beginner|Robotics Programming:Beginner|PCB Design:Advanced|Construction Management:Intermediate|ANSYS:Beginner|Time Management:Intermediate|Delegation:Intermediate,Autodesk Certified Professional - Inventor|NPTEL - Fluid Mechanics and Hydraulic Machines|SolidWorks Certified Associate (CSWA),Site Engineer
STU127817,27,Male,Postgraduate,MBA,Marketing,65.5,6,72.7,74.5,86.6,92,70.2,64.5,2,No,0,1,No,No,No,6,7,7,5,5,6,5,5,4,7,5,6,6,5,5,Investment|Banking|Real Estate|Taxation|Human Resources|Economics|Entrepreneurship|Insurance,SEM:Beginner|Affiliate Marketing:Intermediate|Vendor Management:Intermediate|Salesforce CRM:Intermediate|Content Marketing:Expert|Negotiation:Advanced|Ethical Reasoning:Advanced|Creativity:Beginner,None,Entrepreneur
STU127818,18,Male,Undergraduate,BSc Paramedical,Paramedical Science,75.2,7.43,70.6,65,78.7,51.4,86.1,85,0,No,1,1,No,No,No,4,5,4,3,4,4,4,7,4,4,6,4,5,4,2,Surgery|Medicine|Dentistry|Fitness and Wellness,Vital Signs Monitoring:Advanced|Decision Making:Beginner|Resilience:Beginner|Active Listening:Beginner|Innovation Mindset:Intermediate,None,Sales Manager
STU127819,21,Female,ITI,ITI,Draughtsman Civil,83.8,7.69,49.5,46.3,37.4,66.8,34.6,50,2,No,2,0,No,Yes,No,3,3,1,3,4,5,4,5,7,6,3,6,2,5,2,Manufacturing|Power Systems|Machines and Tools,Structural Analysis:Beginner|Project Estimation:Intermediate|Welding:Intermediate|CATIA:Intermediate|MATLAB:Intermediate|Conflict Resolution:Beginner|Persuasion:Beginner|Presentation Skills:Intermediate|Critical Thinking:Intermediate,None,Electronics Engineer
STU127820,19,Male,Undergraduate,BSc Agriculture,Agriculture,95.8,8.48,63.2,61.7,65.8,78.7,56.5,73.4,3,No,0,0,No,No,Yes,9,7,6,9,7,5,9,9,8,6,7,7,10,6,8,Animal Husbandry|Fisheries|Forestry|Farming|Painting|Food Processing|Rural Development|Horticulture|Agri-Technology,Farm Equipment Operation:Advanced|Food Safety:Expert|Soil Testing:Expert|Pesticide Management:Expert|Teamwork:Expert|Stress Management:Intermediate,None,Horticulturist
STU127821,23,Male,Undergraduate,BTech/BE,Electronics and Communication,88.1,6.71,64.7,,66.5,80,71,67.6,6,No,2,2,Yes,No,No,8,6,5,5,7,8,10,6,6,6,8,5,7,8,7,,Six Sigma:Intermediate|Vibration Analysis:Advanced|CATIA V5:Expert|Quality Control:Intermediate|Fluid Mechanics Applications:Advanced|AutoCAD:Advanced|Circuit Design:Beginner|STAAD Pro:Advanced|Manufacturing Processes:Intermediate|Presentation Skills:Beginner|Time Management:Advanced,None,Quality Control Engineer
STU127822,21,Female,Postgraduate,MSW,Social Work,82.8,7.68,68.1,77.3,70.9,70.7,67.6,62,0,No,0,2,No,No,Yes,3,5,6,4,4,5,3,6,4,5,4,6,5,4,4,Poetry|Philosophy|Anthropology|Political Science,Counselling Techniques:Advanced|Communication:Beginner|Self Learning:Advanced|Adaptability:Beginner|Teamwork:Intermediate,None,Event Manager
STU127823,20,Male,Diploma,Diploma Paramedical,Radiology Technology,78.4,8.14,76.5,76.4,,76.5,88.6,84,1,No,0,,No,Yes,No,7,6,7,5,10,7,8,7,6,5,6,8,5,6,8,Surgery|Pharmacology|Medicine|Fitness and Wellness|Animal Care|Genetics,Clinical Assessment:Expert|Infection Control:Intermediate|Medical Coding:Advanced|Vaccination Administration:Advanced|Physiotherapy Techniques:Advanced|Dental Procedures:Expert|Decision Making:Advanced|Ethical Reasoning:Advanced,Certified Nursing Assistant (CNA)|Coursera - Anatomy Specialization,Medical Lab Technician
STU127824,31,Male,Professional Degree,Professional Degree,Architect (COA Registered),76.5,6.5,75.3,77.5,72,76.4,71.2,67.1,3,No,1,0,No,No,No,6,4,3,6,3,8,5,3,4,6,2,5,5,5,6,Product Design|Drawing|Film Making|Photography|Sculpting,Canva:Advanced|Interior Space Planning:Advanced|Calligraphy:Advanced|DaVinci Resolve:Beginner|3D Modelling (Blender):Advanced|Stop Motion Animation:Intermediate|Rhino 3D:Intermediate|Photography (DSLR):Beginner|Decision Making:Intermediate|Self Learning:Intermediate,None,Illustrator
STU127825,24,Male,Undergraduate,BSc Paramedical,Paramedical Science,96.5,9.57,,76.3,84.6,,74.8,85.6,2,No,1,0,No,Yes,Yes,5,3,7,5,6,4,5,5,7,8,4,5,9,5,5,,Laboratory Techniques:Advanced|Nutrition Planning:Advanced|Surgical Assistance:Beginner|Rehabilitation Techniques:Advanced|Scientific Writing:Advanced|Creativity:Beginner|Communication:Advanced,Certified Nursing Assistant (CNA),Veterinarian
STU127826,25,Female,Postgraduate,LLM,Corporate Law,,7.9,86.1,80.4,,91.2,100,83.2,2,No,0,0,No,Yes,No,,,,,,,,,,,,,,,,Criminal Investigation|Constitutional Studies|Human Rights|Law and Justice|International Relations|Debating,Compliance Knowledge:Intermediate|Legal Drafting:Advanced|Legal Documentation:Advanced|Legal Research:Advanced|Intellectual Property Basics:Expert|Contract Review:Intermediate|Litigation Support:Advanced|Court Procedures:Intermediate|Networking (Professional):Intermediate|Delegation:Advanced|Self Learning:Intermediate,None,Legal Advisor
STU127827,19,Male,Undergraduate,BA,History,,8.37,73.8,76.3,78.4,62.1,71.1,67.7,2,No,0,0,No,Yes,Yes,5,5,7,5,5,7,6,5,5,6,7,6,7,5,7,Psychology|Languages|Sociology|Political Science,Public Speaking:Expert|Innovation Mindset:Advanced|Networking (Professional):Intermediate|Critical Thinking:Intermediate|Self Learning:Advanced,None,Fitness Trainer
STU127828,18,Male,Undergraduate,BA,Psychology,79.8,5.26,61,56.4,65.7,62.1,57.1,68.3,2,No,0,1,No,No,Yes,7,6,4,8,4,6,7,5,4,3,6,4,4,8,6,Archaeology|Writing|Computer Networking|Psychology|Languages|Culture and Heritage,Copyediting:Beginner|Creativity:Advanced|Delegation:Intermediate,Cambridge English Certificate (FCE),Historian
STU127829,20,Female,Diploma,Diploma Engineering,Computer Engineering,83.6,8.71,82.7,87,100,66.9,100,82.9,1,No,0,,No,No,No,3,8,6,5,5,7,8,6,5,6,6,6,5,3,6,Embedded Systems|Cloud Computing|UI/UX Design|Data Science,Swift:Expert|R:Advanced|React:Advanced|Networking (Professional):Intermediate|Emotional Intelligence:Intermediate,None,Cloud Engineer
STU127830,22,Female,Undergraduate,BTTM,Tourism and Travel Management,90.4,7.11,69.2,62.8,,100,76.4,79.7,2,No,0,2,Yes,No,Yes,8,9,5,10,7,7,7,8,9,7,6,5,9,8,5,Cooking|Event Management,Hotel Front Office Operations:Intermediate|Food and Beverage Service:Expert|Event Planning:Advanced|Housekeeping Management:Expert|Customer Service:Advanced|Baking:Advanced|Travel Itinerary Planning:Advanced|Cooking:Advanced|Self Learning:Intermediate|Leadership:Advanced|Communication:Expert|Problem Solving:Intermediate,Certificate in Hotel Management (IHM)|Certificate in Event Management|IATA Certification in Travel and Tourism|Food Safety and Hygiene Certificate (FSSAI),Chef
STU127831,18,Female,Undergraduate,BSc Nursing,Nursing,87.3,8.63,,78.6,92.9,87.9,87.3,98,0,No,0,1,Yes,Yes,Yes,5,7,9,5,10,7,4,4,8,9,6,6,8,6,7,Public Health|Pharmacology|Medicine|Nutrition and Diet|Sports|Biomedical Devices|Mental Health|Genetics|First Aid,Nutrition Planning:Advanced|Surgical Assistance:Expert|Physiotherapy Techniques:Expert|Ayurvedic Treatment Knowledge:Expert|Genetic Analysis:Advanced|Leadership:Advanced|Problem Solving:Expert|Persuasion:Intermediate|Stress Management:Advanced|Delegation:Beginner,None,Neurologist
STU127832,22,Female,Postgraduate,MSc,Physics,80.6,9.98,81.5,86.2,74.5,63.6,63.9,69.1,2,No,0,4,No,No,Yes,5,6,4,7,7,7,8,5,6,8,7,9,6,5,6,Environment,GIS Mapping:Expert|Field Research:Advanced|Seismology Basics:Advanced|Research Methodology:Intermediate|Chromatography:Expert|Spectroscopy:Expert|Environmental Monitoring:Intermediate|Chemical Analysis:Expert|Instrumentation:Advanced|Innovation Mindset:Advanced|Conflict Resolution:Advanced|Persuasion:Intermediate|Ethical Reasoning:Intermediate,NPTEL - Environmental Science|NPTEL - Research Methodology|Certificate in Bioinformatics (NPTEL)|Coursera - Climate Change Science|Certificate in GIS and Remote Sensing,Physicist
STU127833,18,Female,Higher Secondary,Science,PCMB (Combined),91.4,,83.4,83.6,,96.4,88.6,88.8,2,No,0,,No,No,Yes,8,7,7,10,10,7,9,7,9,8,7,8,7,8,9,Mathematics|Biology|Meteorology,Research Methodology:Advanced|Teamwork:Advanced|Communication:Advanced|Leadership:Expert,Coursera - Climate Change Science|NPTEL - Environmental Science|Certificate in GIS and Remote Sensing|Coursera - Data Analysis for Research|NPTEL - Research Methodology|Certified Laboratory Technician,Physicist
