student_id,career_id,career_name,career_domain,career_subdomain,career_cluster,age,class,stream,ability_match_component,interest_match_component,academic_match_component,learning_match_component,compatibility_score,compatibility_label
STU007907,CAR00591,Aviation Engineer Specialist 591,Sports,Track 1,CLUSTER 21,14,10,General,67.96,76.55,70.2,72.4,72.42,1
STU017057,CAR00334,Biomedical Engineer Specialist 334,Transportation,Track 4,Cluster 4,18,11,Science-PCM,69.7,83.81,72.2,77.9,76.34,1
STU028831,CAR00057,Civil Services Officer,Healthcare,Track 7,Cluster 27,19,12,Humanities,71.16,73.82,24.9,79.3,75.78,1
STU013240,CAR00993,Investment Analyst Specialist 993,Arts & Design,Track 3,Cluster 3,12,7,General,64.85,78.0,72.6,81.2,68.74,0
STU020252,CAR00524,Lawyer Specialist 524,Aviation,Track 4,Cluster 14,17,12,Science-PCM,63.54,71.48,98.7,37.4,70.62,1
STU015162,CAR01158,Teacher Specialist 1158,Sports,Track 8,Cluster 18,14,8,General,72.36,61.16,60.8,30.2,59.77,0
STU009515,CAR00954,Cloud Engineer Specialist 954,Energy,Track 4,Cluster 24,13,8,General,72.39,72.85,82.1,74.3,75.87,1
STU029113,CAR00194,Energy Analyst Specialist 194,Agriculture,Track 4,Cluster 14,16,12,Humanities,79.49,68.8,72.1,65.9,75.69,1
STU024206,CAR00800,Network Engineer Specialist 800,Psychology & Social Services,Track 10,Cluster 20,17,12,HUMANITIES,75.46,76.4,49.9,67.1,71.11,1
STU028116,CAR01126,Architect Specialist 1126,Defence & Security,Track 6,Cluster 16,11,7,General,85.06,69.84,69.7,93.0,79.25,1
STU000670,CAR00621,Animator Specialist 621,Research,Track 1,Cluster 21,15,9,General,85.64,69.31,71.1,76.2,72.21,1
STU022265,CAR00257,Architect Specialist 257,Finance,Track 7,Cluster 17,18,11,Humanities,67.58,75.35,69.1,50.4,70.61,1
STU023172,CAR00567,Mechanical Engineer Specialist 567,Research,Track 7,Cluster 27,14,10,General,71.62,68.0,61.0,75.7,64.78,0
STU030001,CAR00988,Marine Engineer Specialist 988,Education,Track 8,Cluster 28,14,9,General,76.74,71.24,58.2,92.6,75.62,1
STU024953,CAR00738,Medical Laboratory Scientist Specialist 738,Energy,Track 8,Cluster 18,13,9,General,83.54,80.33,87.1,84.0,82.46,1
STU002094,CAR00175,Chemical Engineer Specialist 175,Business,Track 5,Cluster 25,12,8,General,69.39,64.35,66.9,93.6,73.9,1
STU009604,CAR00109,Geneticist Specialist 109,Technology,Track 9,Cluster 19,13,9,General,82.25,71.11,64.1,89.0,85.57,1
STU004136,CAR00772,Public Relations Specialist Specialist 772,Education,Track 2,Cluster 22,12,7,General,69.72,81.94,96.7,65.8,75.54,1
STU003692,CAR00819,Biotechnologist Specialist 819,Energy,Track 9,Cluster 9,16,10,General,80.6,80.45,53.4,94.7,79.59,1
STU021672,CAR00704,Sports Coach Specialist 704,Engineering,Track 4,Cluster 14,14,9,General,70.91,81.43,49.1,98.8,78.65,1
STU021680,CAR00168,Network Engineer Specialist 168,Environment,Track 8,Cluster 18,14,10,General,73.09,73.4,66.2,86.7,74.67,1
STU012157,CAR00230,Sports Coach Specialist 230,Finance,Track 10,Cluster 20,17,12,Science-PCM,73.51,64.95,88.2,80.7,71.51,1
STU013861,CAR00736,Pharmacist Specialist 736,Architecture & Construction,Track 6,Cluster 16,13,9,General,77.86,77.05,60.7,47.8,73.29,1
STU013913,CAR00419,Physiotherapist Specialist 419,Finance,Track 9,Cluster 29,19,12,Commerce,68.25,74.75,44.7,83.7,67.32,0
STU031552,CAR00726,Electrical Engineer Specialist 726,Sports,Track 6,Cluster 6,12,8,General,77.21,72.55,84.8,93.2,77.68,1
STU030437,CAR00672,Marine Engineer Specialist 672,Sports,Track 2,Cluster 12,18,12,Humanities,73.69,71.18,67.8,98.0,74.3,1
STU008237,CAR00874,Cybersecurity Analyst Specialist 874,Transportation,Track 4,Cluster 4,17,12,Science-PCB,89.35,81.98,68.7,40.3,81.06,1
STU007641,CAR00087,Web Developer Specialist 87,Environment,Track 7,Cluster 27,12,7,General,83.39,72.79,75.8,82.3,79.67,1
STU008680,CAR01040,Civil Engineer Specialist 1040,Finance,Track 10,Cluster 20,16,11,Commerce,68.36,86.62,80.5,83.2,74.25,1
STU016561,CAR00921,Teacher Specialist 921,Healthcare,Track 1,Cluster 21,17,11,Commerce,60.85,70.96,56.8,90.3,72.51,1
STU028078,CAR00232,Supply Chain Analyst Specialist 232,Education,Track 2,Cluster 22,13,7,General,75.86,74.87,87.5,84.4,80.33,1
STU027700,CAR00064,UI UX Designer,Transportation,Track 4,CLUSTER 4,16,12,Commerce,80.58,72.51,89.0,88.1,77.62,1
STU007038,CAR00096,Chemical Engineer Specialist 96,Law,Track 6,Cluster 6,15,11,Humanities,84.62,67.97,91.2,56.9,80.16,1
STU001963,CAR00677,Investment Analyst Specialist 677,Engineering,Track 7,Cluster 17,14,10,General,76.82,78.13,73.1,89.0,67.97,0
STU030499,CAR00616,Graphic Designer Specialist 616,Fashion,Track 6,Cluster 16,16,10,General,83.69,70.86,86.8,58.2,80.74,1
STU003209,CAR00743,Agronomist Specialist 743,Finance,Track 3,Cluster 23,13,7,General,78.65,86.97,35.1,76.1,72.03,1
STU013008,CAR00491,Chemical Engineer Specialist 491,Agriculture,Track 1,Cluster 11,13,9,General,69.6,79.98,93.7,69.2,73.01,1
STU006023,CAR00606,Education Consultant Specialist 606,Marine,Track 6,Cluster 6,12,7,General,78.78,63.33,53.9,95.1,71.78,1
STU013477,CAR00014,Mechanical Engineer,Finance,Track 4,Cluster 14,13,9,GENERAL,64.57,66.6,60.1,78.0,71.24,1
STU018863,CAR00861,Travel Consultant Specialist 861,Sports,Track 1,Cluster 21,16,12,Commerce,67.18,72.46,53.7,31.2,60.57,0
STU020978,CAR00016,Electronics Engineer,Education,Track 6,Cluster 16,16,10,Unknown,67.75,71.56,59.0,71.2,81.6,1
STU026971,CAR00432,Automotive Engineer Specialist 432,Research,Track 2,Cluster 12,16,12,Science-PCB,77.1,75.81,85.1,73.4,81.28,1
STU003425,CAR00691,Defence Officer Specialist 691,Education,Track 1,Cluster 1,12,7,General,65.96,76.26,54.3,72.0,69.17,0
STU026852,CAR00551,Welder Specialist 551,Aviation,Track 1,Cluster 11,11,7,General,81.29,70.21,57.7,66.4,75.89,1
STU010309,CAR01108,Data Scientist Specialist 1108,Technology,TRACK 8,Cluster 28,15,11,Science-PCB,66.49,80.67,65.9,65.3,75.94,1
STU004248,CAR01025,Welder Specialist 1025,Skilled Trades,Track 5,Cluster 5,11,7,General,57.26,75.48,72.7,91.1,65.67,0
STU020917,CAR01192,Database Administrator Specialist 1192,Life Sciences,Track 2,Cluster 22,16,12,Science-PCM,73.22,84.0,82.6,77.7,75.79,1
STU012936,CAR01042,Electrical Engineer Specialist 1042,Education,Track 2,Cluster 22,12,8,General,78.35,77.24,93.5,78.8,79.81,1
STU011934,CAR00012,Business Analyst,Marine,Track 2,Cluster 12,15,10,General,66.99,80.92,81.4,74.0,74.1,1
STU030921,CAR01025,Welder Specialist 1025,Skilled Trades,Track 5,Cluster 5,14,9,General,64.73,78.58,86.6,80.0,68.58,0
STU022910,CAR00088,Mobile App Developer Specialist 88,Architecture & Construction,Track 8,Cluster 28,13,9,General,65.31,62.45,81.4,97.3,70.15,1
STU015545,CAR00498,Physiotherapist Specialist 498,Marine,Track 8,Cluster 18,16,11,Unknown,76.26,74.62,70.0,78.5,75.78,1
STU006608,CAR00433,Aviation Engineer Specialist 433,Technology,Track 3,Cluster 13,13,8,General,87.42,73.34,44.8,72.0,83.3,1
STU012855,CAR00592,Pilot Specialist 592,Logistics & Supply Chain,Track 2,Cluster 22,16,12,Science-PCM,83.09,78.13,83.3,58.5,73.74,1
STU030736,CAR00570,Chemical Engineer Specialist 570,Healthcare,Track 10,Cluster 30,14,10,General,78.71,76.1,80.3,85.9,88.2,1
STU007938,CAR00024,Physiotherapist,Sports,Track 4,Cluster 24,13,8,General,68.38,72.19,77.6,56.8,65.07,0
STU020655,CAR00465,Hotel Manager Specialist 465,Environment,Track 5,Cluster 15,15,10,General,81.51,75.43,79.3,72.6,77.88,1
STU019009,CAR00290,Education Consultant Specialist 290,Media & Communication,Track 10,Cluster 20,13,7,General,73.18,71.77,77.4,92.0,71.8,1
STU025215,CAR01121,Electrical Engineer Specialist 1121,Finance,Track 1,Cluster 11,13,7,General,74.2,78.91,85.2,57.7,73.9,1
STU003319,CAR00417,Doctor Specialist 417,Marine,Track 7,Cluster 27,13,7,General,79.99,78.69,70.5,86.8,80.18,1
STU021711,CAR00725,Mechanical Engineer Specialist 725,Hospitality & Tourism,Track 5,Cluster 5,16,11,Science-PCM,75.32,83.12,96.9,55.0,73.45,1
STU001701,CAR00030,Geneticist,Healthcare,Track 10,Cluster 30,19,12,Commerce,64.82,76.89,64.6,85.6,79.66,1
STU004586,CAR00241,Machine Learning Engineer Specialist 241,Logistics & Supply Chain,Track 1,Cluster 1,18,11,Science-PCM,74.04,74.12,82.7,85.8,68.23,0
STU023062,CAR00166,Web Developer Specialist 166,Life Sciences,Track 6,Cluster 16,14,10,General,61.71,72.06,89.4,78.6,65.77,0
STU006863,CAR00361,INVESTMENT ANALYST SPECIALIST 361,Transportation,Track 1,Cluster 1,12,7,General,76.61,74.63,24.3,80.5,71.79,1
STU015862,CAR00967,Environmental Engineer Specialist 967,Fashion,Track 7,Cluster 7,16,12,Science-PCB,77.11,70.46,73.2,81.7,76.31,1
STU024863,CAR00366,Lawyer Specialist 366,Law,Track 6,Cluster 6,16,11,Science-PCM,74.62,72.61,57.0,58.9,70.08,1
STU017154,CAR00334,Biomedical Engineer Specialist 334,Transportation,Track 4,Cluster 4,13,9,General,70.74,69.94,67.7,89.9,72.69,1
STU026597,CAR00530,Social Worker Specialist 530,Psychology & Social Services,Track 10,Cluster 20,18,11,Commerce,80.65,68.54,77.9,93.0,77.07,1
STU032417,CAR00792,Data Scientist Specialist 792,Energy,Track 2,Cluster 12,14,8,General,85.91,67.65,69.7,79.3,81.28,1
STU026873,CAR00755,Auditor Specialist 755,Skilled Trades,Track 5,Cluster 5,15,10,General,83.8,75.65,82.7,68.9,85.03,1
STU028977,CAR00926,Civil Services Officer Specialist 926,Manufacturing,Track 6,Cluster 26,17,12,Science-PCB,71.69,70.1,86.6,68.0,70.2,1
STU031273,CAR00128,Human Resources Specialist Specialist 128,Media & Communication,Track 8,Cluster 8,17,12,Commerce,78.94,78.26,64.3,75.6,76.59,1
STU002835,CAR00025,Pharmacist,Logistics & Supply Chain,Track 5,Cluster 25,17,11,Humanities,79.74,74.85,51.3,76.0,73.76,1
STU013771,CAR00954,Cloud Engineer Specialist 954,Energy,Track 4,Cluster 24,18,12,Humanities,75.05,64.56,79.0,57.9,71.5,1
STU025114,CAR00064,UI UX Designer,Transportation,Track 4,Cluster 4,15,11,Humanities,78.95,71.41,95.7,80.8,81.84,1
STU005094,CAR00008,Web Developer,Manufacturing,Track 8,Cluster 8,15,9,General,72.91,81.04,69.9,66.7,73.9,1
STU001379,CAR00461,FASHION DESIGNER SPECIALIST 461,Engineering,Track 1,CLUSTER 11,16,10,General,68.72,72.76,69.6,40.2,74.76,1
STU023728,CAR00450,Counsellor Specialist 450,Government & Public Service,Track 10,Cluster 30,12,7,General,60.95,70.79,71.1,71.9,67.07,0
STU030666,CAR00055,Counsellor,Technology,Track 5,Cluster 25,15,11,Science-PCM,77.29,63.88,86.4,79.1,81.8,1
STU031629,CAR00969,Urban Planner Specialist 969,Sports,Track 9,Cluster 9,12,7,General,81.44,77.99,87.5,88.2,80.89,1
STU020508,CAR01029,Data Scientist Specialist 1029,Healthcare,Track 9,Cluster 9,14,9,General,79.91,63.14,88.4,50.4,65.37,0
STU006938,CAR00105,Dentist Specialist 105,Sports,Track 5,Cluster 15,14,10,General,74.76,79.46,73.4,57.7,74.83,1
STU028772,CAR00465,Hotel Manager Specialist 465,Environment,Track 5,Cluster 15,16,12,HUMANITIES,77.75,69.66,55.3,53.1,67.3,0
STU012904,CAR00097,Biomedical Engineer Specialist 97,Education,Track 7,Cluster 7,16,12,Humanities,60.05,69.1,76.2,51.7,67.44,0
STU016654,CAR00603,Lawyer Specialist 603,Energy,Track 3,Cluster 3,15,10,General,80.82,63.48,82.8,86.0,74.97,1
STU007253,CAR00082,AI Engineer Specialist 82,Technology,Track 2,Cluster 22,18,12,Commerce,69.31,70.09,82.6,87.4,76.76,1
STU023766,CAR00230,Sports Coach Specialist 230,Finance,Track 10,Cluster 20,18,11,Science-PCB,74.01,72.26,71.5,58.4,71.61,1
STU003947,CAR00144,Product Designer Specialist 144,Energy,Track 4,Cluster 24,13,8,General,78.45,70.74,79.1,92.1,76.33,1
STU011283,CAR00039,Pilot,Marine,Track 9,Cluster 9,14,10,General,70.5,68.46,95.2,50.1,64.11,0
STU004700,CAR00316,Research Scientist Specialist 316,Defence & Security,Track 6,Cluster 16,16,11,Science-PCM,67.25,66.34,95.6,81.2,67.66,0
STU019749,CAR00542,Animator Specialist 542,Engineering,Track 2,CLUSTER 2,13,8,General,51.21,79.06,57.6,58.7,63.34,0
STU019814,CAR00623,Hotel Manager Specialist 623,Engineering,Track 3,Cluster 23,12,7,General,71.35,71.61,44.6,65.7,62.6,0
STU026279,CAR00515,Oceanographer Specialist 515,Engineering,Track 5,Cluster 5,16,11,Humanities,70.99,68.72,70.3,75.0,75.21,1
STU024414,CAR00117,Aviation Engineer Specialist 117,Energy,Track 7,Cluster 27,16,10,General,79.32,73.73,74.6,75.4,70.85,1
STU016184,CAR00179,Urban Planner Specialist 179,Psychology & Social Services,Track 9,Cluster 29,12,7,General,72.28,83.33,78.8,64.2,79.6,1
STU004941,CAR00780,Chef Specialist 780,Sports,Track 10,Cluster 30,17,12,Science-PCM,78.65,77.95,78.8,92.6,78.79,1
STU017687,CAR00153,Supply Chain Analyst Specialist 153,Government & Public Service,Track 3,Cluster 3,12,8,General,75.99,71.22,59.5,79.0,68.44,0
STU004722,CAR00339,Nurse Specialist 339,Law,Track 9,Cluster 9,15,10,General,80.9,71.22,87.3,87.8,78.82,1
STU029962,CAR00274,Automotive Engineer Specialist 274,Life Sciences,Track 4,Cluster 4,13,8,General,77.86,80.0,61.3,72.8,82.47,1
STU024200,CAR00436,Oceanographer Specialist 436,Life Sciences,Track 6,Cluster 16,12,7,General,78.12,80.62,79.8,85.6,76.78,1
STU017707,CAR01065,Aviation Engineer Specialist 1065,Marine,Track 5,Cluster 15,14,10,General,73.69,68.45,65.9,91.1,70.62,1
STU021851,CAR00874,Cybersecurity Analyst Specialist 874,Transportation,Track 4,Cluster 4,19,12,Commerce,82.44,81.74,68.1,39.7,73.15,1
STU032989,CAR00891,Doctor Specialist 891,Research,Track 1,Cluster 21,16,11,Commerce,78.6,80.65,43.4,82.1,78.81,1
STU009160,CAR00474,Research Scientist Specialist 474,Law,Track 4,Cluster 24,13,9,General,79.1,80.92,88.1,82.8,77.85,1
STU017063,CAR00932,Graphic Designer Specialist 932,Finance,Track 2,Cluster 2,16,11,Commerce,73.53,70.65,38.8,63.7,68.71,0
STU030141,CAR00174,Electronics Engineer Specialist 174,Marine,Track 4,Cluster 24,13,9,General,78.64,80.58,84.4,77.4,82.51,1
STU014191,CAR00679,Entrepreneur Specialist 679,Life Sciences,Track 9,Cluster 19,11,7,General,79.75,77.74,47.8,74.0,73.76,1
STU018994,CAR00323,Database Administrator Specialist 323,Skilled Trades,Track 3,Cluster 23,15,11,Science-PCB,72.86,76.32,55.4,67.5,77.7,1
STU029823,CAR00810,Architect Specialist 810,Research,Track 10,Cluster 30,15,11,Humanities,81.66,73.67,94.5,50.0,78.52,1
STU017255,CAR00555,Data Scientist Specialist 555,Law,Track 5,Cluster 15,17,11,Commerce,77.46,69.49,85.9,66.8,68.82,0
STU017753,CAR00745,Environmental Scientist Specialist 745,Education,Track 5,Cluster 25,16,12,Commerce,69.03,62.15,72.8,69.6,71.59,1
STU028479,CAR00663,Agricultural Scientist Specialist 663,Law,Track 3,Cluster 3,15,11,Commerce,72.88,68.37,70.1,70.6,74.48,1
STU005120,CAR01175,Chef Specialist 1175,Finance,TRACK 5,Cluster 5,16,10,General,72.42,65.3,74.5,90.0,75.01,1
STU013018,CAR00345,Biotechnologist Specialist 345,ARTS & DESIGN,Track 5,Cluster 15,15,9,General,67.26,74.38,85.5,77.7,69.74,0
STU006722,CAR00555,Data Scientist Specialist 555,Law,Track 5,Cluster 15,15,9,GENERAL,76.25,73.68,50.9,49.3,70.77,1
STU032892,CAR00621,Animator Specialist 621,Research,Track 1,Cluster 21,17,12,Science-PCM,78.96,71.21,89.9,74.1,76.08,1
STU012890,CAR00386,Hotel Manager Specialist 386,Manufacturing,Track 6,Cluster 26,13,9,General,69.6,86.54,94.9,97.9,79.8,1
STU017577,CAR00042,Accountant,Law,Track 2,Cluster 12,16,12,Commerce,67.1,67.88,46.9,72.3,70.14,1
STU007234,CAR01108,Data Scientist Specialist 1108,Technology,Track 8,Cluster 28,15,9,General,62.55,70.25,60.1,65.7,65.78,0
STU021580,CAR00014,Mechanical Engineer,Finance,Track 4,Cluster 14,11,7,General,67.4,59.92,85.2,71.3,62.09,0
STU000145,CAR00253,Electronics Engineer Specialist 253,Transportation,Track 3,Cluster 13,13,9,General,69.95,78.76,71.6,95.0,77.46,1
STU001244,CAR00635,AI Engineer Specialist 635,Finance,TRACK 5,Cluster 5,13,7,General,69.8,78.49,74.2,74.3,77.63,1
STU006437,CAR01074,Entrepreneur Specialist 1074,Arts & Design,Track 4,Cluster 24,15,10,General,69.26,71.11,43.5,85.2,65.49,0
STU005549,CAR00894,Pharmacist Specialist 894,Healthcare,Track 4,Cluster 24,16,11,Humanities,75.46,81.47,98.7,92.7,80.12,1
STU031717,CAR00479,Cybersecurity Analyst Specialist 479,Media & Communication,Track 9,Cluster 29,15,10,GENERAL,57.98,74.83,58.8,79.6,67.01,0
STU021269,CAR00797,Database Administrator Specialist 797,Finance,Track 7,Cluster 17,19,12,Commerce,80.99,75.65,67.4,63.2,74.41,1
STU028282,CAR01014,Fashion Designer Specialist 1014,Law,Track 4,Cluster 24,13,7,General,70.7,83.3,65.6,80.3,72.08,1
STU016497,CAR00158,Research Scientist Specialist 158,Hospitality & Tourism,Track 8,Cluster 8,18,11,Science-PCM,72.16,79.14,80.9,82.3,78.1,1
STU002766,CAR00604,Legal Advisor Specialist 604,Transportation,Track 4,Cluster 4,16,12,Science-PCM,80.99,76.57,61.3,79.5,81.74,1
STU009723,CAR01200,Electrical Engineer Specialist 1200,Marine,Track 10,Cluster 30,14,9,General,65.75,72.7,66.3,68.0,65.92,0
STU015613,CAR00235,WELDER SPECIALIST 235,Defence & Security,Track 5,Cluster 25,15,10,General,83.49,81.23,74.2,87.8,86.87,1
STU026312,CAR00055,Counsellor,Technology,Track 5,Cluster 25,13,7,General,83.56,64.22,52.2,88.9,72.14,1
STU031685,CAR00417,Doctor Specialist 417,Marine,Track 7,Cluster 27,14,9,General,74.26,78.97,72.2,59.2,79.61,1
STU019856,CAR00956,Web Developer Specialist 956,Aviation,Track 6,Cluster 26,13,8,General,77.29,65.58,74.6,76.6,76.76,1
STU031323,CAR01036,Mobile App Developer Specialist 1036,Transportation,Track 6,Cluster 16,13,9,General,78.42,79.08,75.7,83.3,70.41,1
STU004832,CAR00818,MICROBIOLOGIST SPECIALIST 818,Manufacturing,Track 8,Cluster 8,13,8,General,77.11,77.52,78.5,67.8,65.16,0
STU013637,CAR00521,Entrepreneur Specialist 521,Manufacturing,Track 1,Cluster 11,13,7,General,63.28,76.16,81.4,86.2,69.04,0
STU004004,CAR00789,Technician Specialist 789,Environment,Track 9,Cluster 9,12,8,GENERAL,75.8,71.36,51.8,63.9,74.42,1
STU028282,CAR00960,Business Analyst Specialist 960,Law,Track 10,Cluster 30,13,7,General,78.47,75.28,65.6,80.3,79.95,1
STU019855,CAR00639,Database Administrator Specialist 639,Government & Public Service,Track 9,Cluster 9,12,8,General,68.66,76.19,73.8,54.6,67.23,0
STU022964,CAR00224,Fashion Designer Specialist 224,Manufacturing,Track 4,Cluster 14,13,8,General,79.06,78.47,87.1,66.4,79.53,1
STU023005,CAR00817,Medical Laboratory Scientist Specialist 817,Architecture & Construction,Track 7,Cluster 7,11,7,General,76.15,61.92,21.5,86.6,68.56,0
STU013617,CAR00372,Social Worker Specialist 372,Arts & Design,Track 2,Cluster 12,13,7,General,61.36,74.64,81.4,68.4,71.6,1
STU024785,CAR00335,Environmental Engineer Specialist 335,Aviation,Track 5,Cluster 5,16,10,General,71.6,76.8,91.7,89.9,77.83,1
STU025891,CAR00033,Forestry Specialist,Environment,Track 3,Cluster 3,18,12,Science-PCM,70.44,83.3,49.4,57.9,70.17,1
STU007799,CAR00291,Psychologist Specialist 291,Arts & Design,Track 1,Cluster 21,14,9,General,65.96,81.52,91.9,80.4,75.16,1
STU000495,CAR00755,Auditor Specialist 755,Skilled Trades,Track 5,Cluster 5,18,11,Science-PCB,76.24,76.34,94.8,81.1,78.66,1
STU006869,CAR00057,Civil Services Officer,Healthcare,Track 7,Cluster 27,16,10,General,74.26,79.0,65.7,78.3,74.44,1
STU018342,CAR00547,Sports Scientist Specialist 547,Architecture & Construction,Track 7,Cluster 7,18,11,Science-PCM,73.66,72.32,76.7,73.7,74.43,1
STU014943,CAR00146,Illustrator Specialist 146,Aviation,Track 6,Cluster 26,15,10,General,66.79,80.28,65.5,23.2,66.11,0
STU008187,CAR00163,Cybersecurity Analyst Specialist 163,Technology,Track 3,Cluster 13,15,9,General,64.72,84.8,80.8,36.1,76.68,1
STU007298,CAR01109,AI Engineer Specialist 1109,Engineering,Track 9,Cluster 29,13,7,General,67.04,64.12,84.0,77.7,83.04,1
STU011820,CAR01001,EDUCATION CONSULTANT SPECIALIST 1001,Engineering,Track 1,CLUSTER 11,14,9,General,69.61,80.1,67.1,78.9,79.97,1
STU002761,CAR00647,Electrical Engineer Specialist 647,Skilled Trades,Track 7,CLUSTER 17,15,10,General,73.12,59.25,72.5,57.5,68.07,0
STU013509,CAR00436,Oceanographer Specialist 436,Life Sciences,Track 6,Cluster 16,13,8,General,68.3,75.81,58.3,62.1,71.8,1
STU007454,CAR00305,Animator Specialist 305,Manufacturing,Track 5,Cluster 5,16,10,General,68.76,75.11,77.3,64.0,68.32,0
STU021302,CAR00438,FINANCIAL ANALYST SPECIALIST 438,Environment,Track 8,Cluster 18,15,9,General,66.31,70.18,68.6,83.5,65.33,0
STU023574,CAR00187,Biotechnologist Specialist 187,Logistics & Supply Chain,Track 7,Cluster 7,18,11,Science-PCM,77.68,78.08,84.0,81.0,80.35,1
STU011724,CAR00003,AI Engineer,Healthcare,Track 3,Cluster 3,13,8,General,58.49,78.08,77.7,84.8,71.59,1
STU025918,CAR00838,Marketing Specialist Specialist 838,Technology,Track 8,Cluster 28,12,8,General,69.22,66.65,32.1,84.5,66.66,0
STU013977,CAR00886,Chemical Engineer Specialist 886,Fashion,Track 6,Cluster 16,12,8,General,78.43,63.35,91.9,49.9,73.69,1
STU001556,CAR00010,Network Engineer,Transportation,Track 10,Cluster 10,17,11,Commerce,79.21,69.21,80.8,42.4,72.28,1
STU006175,CAR00610,Civil Services Officer Specialist 610,Education,Track 10,Cluster 10,15,9,General,72.72,66.76,85.1,35.4,72.38,1
STU013983,CAR01129,Nurse Specialist 1129,Fashion,Track 9,Cluster 19,18,11,Humanities,75.89,69.45,24.4,70.9,60.58,0
STU015366,CAR00816,Dentist Specialist 816,Environment,Track 6,Cluster 6,19,12,Commerce,81.9,69.56,56.0,84.1,77.17,1
STU013174,CAR00944,Logistics Manager Specialist 944,Skilled Trades,Track 4,Cluster 14,15,9,General,76.31,71.6,35.4,62.5,58.38,0
STU032814,CAR00894,Pharmacist Specialist 894,Healthcare,Track 4,Cluster 24,13,7,General,73.71,69.75,66.0,82.0,76.05,1
STU004594,CAR00315,Technician Specialist 315,Government & Public Service,Track 5,Cluster 15,14,8,General,73.35,81.15,78.3,69.3,73.78,1
STU032398,CAR00057,Civil Services Officer,Healthcare,Track 7,Cluster 27,13,7,GENERAL,69.76,71.11,86.0,63.2,79.34,1
STU015516,CAR01169,Graphic Designer Specialist 1169,Manufacturing,Track 9,Cluster 29,13,8,General,73.5,75.08,60.4,56.6,71.78,1
STU012788,CAR00114,Renewable Energy Engineer Specialist 114,Environment,Track 4,Cluster 24,16,11,Science-PCB,78.7,68.88,97.0,44.5,77.14,1
STU030016,CAR00053,Education Consultant,Skilled Trades,Track 3,Cluster 23,15,10,General,85.95,74.99,84.0,94.8,88.1,1
STU020853,CAR01136,Geneticist Specialist 1136,Engineering,Track 6,Cluster 26,17,11,Commerce,71.26,63.97,79.4,75.2,70.23,1
STU007893,CAR00246,Mobile App Developer Specialist 246,Healthcare,Track 6,Cluster 6,11,7,General,54.38,66.14,90.0,57.5,62.91,0
STU018139,CAR00001,Software Developer,Technology,Track 1,Cluster 1,14,9,General,69.25,82.68,92.2,63.6,72.76,1
STU030169,CAR00827,Automotive Engineer Specialist 827,Psychology & Social Services,Track 7,Cluster 17,18,11,Science-PCM,64.08,76.55,91.2,76.2,72.93,1
STU026040,CAR00271,Environmental Scientist Specialist 271,Technology,Track 1,Cluster 1,17,12,Science-PCM,81.4,67.35,44.9,95.3,79.08,1
STU022870,CAR01044,Chemical Engineer Specialist 1044,Government & Public Service,Track 4,Cluster 24,15,11,Science-PCM,72.2,67.73,70.8,96.8,78.45,1
STU031111,CAR00796,Cloud Engineer Specialist 796,Business,Track 6,Cluster 16,16,11,Unknown,62.38,74.26,67.6,94.2,72.42,1
STU025621,CAR00477,AI Engineer Specialist 477,Government & Public Service,Track 7,Cluster 27,13,7,General,85.72,76.34,68.7,83.2,78.41,1
STU031592,CAR01001,Education Consultant Specialist 1001,Engineering,Track 1,Cluster 11,14,8,General,75.76,80.42,47.6,47.3,72.29,1
STU021149,CAR01174,Animator Specialist 1174,Business,Track 4,Cluster 4,15,10,General,72.56,58.58,79.8,64.8,68.44,0
STU011155,CAR00124,Investment Analyst Specialist 124,Education,Track 4,Cluster 4,14,8,General,73.34,75.92,61.7,59.0,74.52,1
STU021012,CAR00758,Entrepreneur Specialist 758,Engineering,Track 8,Cluster 8,19,12,Commerce,70.25,66.21,95.3,94.1,82.06,1
STU030893,CAR00325,Mobile App Developer Specialist 325,Technology,Track 5,Cluster 25,12,8,General,65.47,85.41,71.2,70.3,79.48,1
STU026034,CAR00110,Agricultural Scientist Specialist 110,Engineering,Track 10,Cluster 20,15,10,General,83.82,78.83,81.2,88.1,91.79,1
STU021631,CAR01199,Mechanical Engineer Specialist 1199,Aviation,Track 9,Cluster 29,13,7,General,80.9,68.42,80.4,72.5,79.12,1
STU007774,CAR00351,Renewable Energy Engineer Specialist 351,Research,Track 1,Cluster 21,19,12,Commerce,80.65,69.25,31.2,91.2,70.27,1
STU010081,CAR00230,Sports Coach Specialist 230,Finance,Track 10,Cluster 20,15,10,General,77.01,63.13,59.0,66.2,71.5,1
STU009589,CAR00542,Animator Specialist 542,Engineering,TRACK 2,Cluster 2,16,11,Science-PCM,60.0,74.11,67.0,75.5,76.55,1
STU025242,CAR00029,Biotechnologist,Engineering,Track 9,Cluster 29,16,10,General,66.28,77.54,75.3,93.3,70.52,1
STU023848,CAR01013,Product Designer Specialist 1013,Finance,Track 3,CLUSTER 23,12,7,General,79.41,71.93,65.1,51.3,71.19,1
STU002539,CAR00684,TEACHER SPECIALIST 684,Energy,Track 4,Cluster 24,13,7,General,81.71,76.42,88.0,62.1,69.95,0
STU006344,CAR00617,UI UX Designer Specialist 617,Hospitality & Tourism,Track 7,Cluster 17,15,9,General,74.8,69.98,64.0,67.9,72.27,1
