career_id,career_name,career_domain,career_subdomain,career_cluster,required_mathematical_ability,required_logical_reasoning,required_scientific_thinking,required_problem_solving,required_analytical_thinking,required_communication,required_creativity,required_digital_ability,required_spatial_ability,required_practical_ability,required_learning_ability,required_technology_interest,required_engineering_interest,required_healthcare_interest,required_business_interest,required_finance_interest,required_arts_interest,required_design_interest,required_research_interest,required_environment_interest,required_agriculture_interest,minimum_education_level
CAR00948,Research Scientist Specialist 948,Healthcare,Track 8,Cluster 18,19.0,70.0,18.0,75.0,94.0,49.0,73.0,92.0,84.0,59.0,52.0,61.0,38.0,16.0,15.0,86.0,20.0,39.0,40.0,49.0,66.0,Higher Secondary
CAR00949,Software Developer Specialist 949,Life Sciences,Track 9,Cluster 19,58.0,63.0,37.0,23.0,58.0,35.0,38.0,67.0,90.0,76.0,84.0,68.0,72.0,35.0,40.0,89.0,,51.0,24.0,84.0,78.0,Secondary
CAR00950,Data Scientist Specialist 950,Agriculture,Track 10,Cluster 20,22.0,32.0,89.0,90.0,60.0,95.0,76.0,41.0,29.0,81.0,45.0,94.0,20.0,70.0,50.0,86.0,25.0,44.0,95.0,36.0,69.0,Postgraduate
CAR00951,AI Engineer Specialist 951,Environment, Track 1 ,Cluster 21,51.0,60.0,26.0,,94.0,95.0,49.0,67.0,93.0,39.0,70.0,84.0,72.0,46.0,95.0,53.0,80.0,23.0,36.0,59.0,45.0,Postgraduate
CAR00952,Machine Learning Engineer Specialist 952,Architecture & Construction,Track 2,Cluster 22,72.0,31.0,90.0,30.0,68.0,55.0,34.0,36.0,44.0,42.0,73.0,36.0,55.0,54.0,49.0,31.0,29.0,35.0,90.0,37.0,88.0,Postgraduate
CAR00953,Cybersecurity Analyst Specialist 953,Manufacturing,Track 3,Cluster 23,64.0,36.0,50.0,76.0,20.0,89.0,66.0,86.0,25.0,19.0,95.0,43.0,30.0,67.0,52.0,93.0,50.0,21.0,26.0,63.0,95.0,Higher Secondary
CAR00954,Cloud Engineer Specialist 954,Energy,Track 4,Cluster 24,31.0,76.0,33.0,43.0,81.0,70.0,59.0,52.0,70.0,59.0,42.0,49.0,31.0,78.0,30.0,26.0,86.0,30.0,95.0,35.0,69.0,Undergraduate
CAR00955,Database Administrator Specialist 955,Transportation,Track 5,Cluster 25,76.0,68.0,62.0,57.0,79.0,95.0,77.0,59.0,65.0,55.0,42.0,58.0,91.0,86.0,20.0,88.0,34.0,37.0,42.0,61.0,32.0,Diploma
CAR00956,Web Developer Specialist 956,Aviation,Track 6,Cluster 26,38.0,44.0,81.0,53.0,38.0,84.0,27.0,87.0,21.0,60.0,87.0,17.0,57.0,25.0,75.0,88.0,46.0,91.0,91.0,72.0,25.0,Diploma
CAR00957,Mobile App Developer Specialist 957,Marine,Track 7,Cluster 27,39.0,76.0,81.0,52.0,95.0,79.0,56.0,73.0,44.0,49.0,81.0,72.0,72.0,57.0,88.0,37.0,93.0,90.0,48.0,74.0,41.0,Secondary
CAR00958,Network Engineer Specialist 958,Business,Track 8,Cluster 28,43.0,61.0,17.0,41.0,25.0,22.0,41.0,23.0,41.0,75.0,35.0,41.0,69.0,82.0,80.0,90.0,50.0,47.0,54.0,18.0,37.0,Secondary
CAR00959,Data Analyst Specialist 959,Finance, Track 9 ,Cluster 29,43.0,72.0,68.0,38.0,75.0,24.0,17.0,56.0,81.0,20.0,84.0,31.0,69.0,29.0,72.0,57.0,19.0,45.0,66.0,66.0,53.0,Higher Secondary
CAR00960,Business Analyst Specialist 960, Law ,Track 10,Cluster 30,80.0,63.0,60.0,90.0,95.0,69.0,23.0,66.0,60.0,71.0,69.0,84.0,59.0,92.0,16.0,88.0,81.0,56.0,23.0,92.0,28.0,Diploma
CAR00961,Civil Engineer Specialist 961,Education,Track 1,Cluster 1,50.0,44.0,29.0,34.0,85.0,65.0,36.0,93.0,91.0,27.0,70.0,62.0,84.0,25.0,25.0,50.0,93.0,15.0,65.0,21.0,69.0,Secondary
CAR00962,Mechanical Engineer Specialist 962,Psychology & Social Services,Track 2,Cluster 2,41.0,24.0,77.0,94.0,73.0,32.0,73.0,38.0,20.0,69.0,52.0,65.0,25.0,83.0,43.0,78.0,23.0,56.0,88.0,22.0,30.0,Undergraduate
CAR00963,Electrical Engineer Specialist 963,Government & Public Service,Track 3,Cluster 3,28.0,57.0,20.0,36.0,25.0,32.0,20.0,89.0,77.0,42.0,45.0,62.0,16.0,81.0,73.0,38.0,49.0,74.0,25.0,37.0,64.0,Postgraduate
CAR00964,Electronics Engineer Specialist 964,Defence & Security,Track 4,Cluster 4,22.0,40.0,86.0,22.0,92.0,51.0,48.0,41.0,50.0,18.0,67.0,68.0,78.0,61.0,73.0,36.0,95.0,32.0,40.0,21.0,61.0,Postgraduate
CAR00965,Chemical Engineer Specialist 965,Media & Communication,Track 5,Cluster 5,40.0,42.0,77.0,89.0,18.0,90.0,45.0,21.0,59.0,84.0,63.0,28.0,90.0,37.0,15.0,67.0,22.0,88.0,66.0,46.0,51.0,Undergraduate
CAR00966,Biomedical Engineer Specialist 966,Arts & Design,Track 6,Cluster 6,59.0,48.0,79.0,21.0,38.0,44.0,80.0,36.0,28.0,54.0,36.0,71.0,86.0,57.0,55.0,79.0,19.0,,23.0,91.0,,Diploma
CAR00967,Environmental Engineer Specialist 967,Fashion,Track 7,Cluster 7,73.0,50.0,29.0,48.0,81.0,45.0,86.0,68.0,40.0,76.0,74.0,29.0,,92.0,48.0,57.0,25.0,88.0,73.0,58.0,37.0,Diploma
CAR00968,Architect Specialist 968,Hospitality & Tourism,Track 8,Cluster 8,64.0,67.0,95.0,75.0,41.0,49.0,93.0,39.0,35.0,88.0,15.0,26.0,47.0,32.0,24.0,60.0,74.0,74.0,75.0,42.0,33.0,Postgraduate
CAR00969,Urban Planner Specialist 969,Sports,Track 9,Cluster 9,30.0,64.0,29.0,86.0,63.0,,89.0,31.0,56.0,78.0,,73.0,80.0,86.0,63.0,54.0,60.0,76.0,30.0,81.0,36.0,Higher Secondary
CAR00970,Doctor Specialist 970,Logistics & Supply Chain,Track 10,Cluster 10,72.0,24.0,29.0,71.0,27.0,17.0,37.0,61.0,26.0,33.0,82.0,21.0,35.0,92.0,38.0,52.0,67.0,32.0,72.0,25.0,63.0,Diploma
CAR00971,Nurse Specialist 971,Skilled Trades,Track 1,Cluster 11,74.0,65.0,87.0,39.0,34.0,82.0,60.0,25.0,27.0,17.0,93.0,38.0,81.0,37.0,55.0,31.0,87.0,77.0,17.0,80.0,36.0,Postgraduate
CAR00972,Physiotherapist Specialist 972,Research,Track 2,Cluster 12,21.0,23.0,49.0,92.0,31.0,17.0,87.0,30.0,77.0,71.0,38.0,51.0,88.0,29.0,95.0,58.0,29.0,77.0,88.0,52.0,57.0,Higher Secondary
CAR00973,Pharmacist Specialist 973,Technology,Track 3,Cluster 13,31.0,55.0,58.0,52.0,38.0,46.0,55.0,40.0,88.0,42.0,87.0,64.0,60.0,76.0,72.0,90.0,69.0,70.0,40.0,56.0,52.0,Postgraduate
CAR00974,Dentist Specialist 974,Engineering,Track 4,Cluster 14,18.0,92.0,32.0,31.0,,32.0,,77.0,86.0,59.0,86.0,90.0,56.0,95.0,58.0,82.0,18.0,24.0,63.0,23.0,48.0,Postgraduate
CAR00975,Medical Laboratory Scientist Specialist 975,Healthcare,Track 5,Cluster 15,84.0,91.0,93.0,79.0,68.0,47.0,22.0,51.0,56.0,86.0,33.0,57.0,83.0,74.0,79.0,47.0,53.0,79.0,80.0,59.0,69.0,Undergraduate
CAR00976,Microbiologist Specialist 976,Life Sciences,Track 6,Cluster 16,75.0,69.0,35.0,64.0,70.0,94.0,79.0,60.0,81.0,65.0,75.0,41.0,15.0,53.0,64.0,64.0,48.0,30.0,77.0,32.0,83.0,Higher Secondary
CAR00977,Biotechnologist Specialist 977,Agriculture,Track 7,Cluster 17,91.0,90.0,48.0,92.0,79.0,85.0,48.0,63.0,42.0,94.0,48.0,72.0,21.0,37.0,61.0,35.0,88.0,27.0,69.0,80.0,91.0,Secondary
CAR00978,Geneticist Specialist 978,Environment,Track 8, Cluster 18 ,88.0,39.0,37.0,87.0,33.0,70.0,82.0,33.0,72.0,70.0,78.0,42.0,68.0,76.0,77.0,45.0,95.0,73.0,39.0,53.0,78.0,Higher Secondary
CAR00979,Agricultural Scientist Specialist 979,Architecture & Construction,Track 9,Cluster 19,46.0,40.0,79.0,45.0,31.0,27.0,60.0,37.0,63.0,17.0,53.0,77.0,44.0,49.0,,41.0,84.0,83.0,64.0,81.0,20.0,Postgraduate
CAR00980,Agronomist Specialist 980,Manufacturing,Track 10,Cluster 20,62.0,40.0,76.0,86.0,90.0,82.0,26.0,55.0,74.0,29.0,94.0,56.0,17.0,50.0,57.0,38.0,57.0,70.0,37.0,94.0,49.0,Higher Secondary
CAR00981,Forestry Specialist Specialist 981,Energy,Track 1,Cluster 21,40.0,27.0,39.0,82.0,49.0,17.0,56.0,61.0,93.0,93.0,75.0,41.0,83.0,78.0,22.0,86.0,88.0,40.0,52.0,41.0,74.0,Professional Degree
CAR00982,Environmental Scientist Specialist 982,Transportation,Track 2,Cluster 22,77.0,84.0,27.0,54.0,51.0,61.0,75.0,16.0,83.0,95.0,17.0,56.0,66.0,95.0,44.0,15.0,58.0,67.0,68.0,61.0,56.0,Diploma
CAR00983,Renewable Energy Engineer Specialist 983,Aviation,Track 3,Cluster 23,47.0,46.0,46.0,76.0,76.0,47.0,82.0,34.0,39.0,84.0,64.0,51.0,39.0,95.0,30.0,67.0,25.0,89.0,36.0,34.0,32.0,Diploma
CAR00984,Energy Analyst Specialist 984,Marine,Track 4,Cluster 24,78.0,39.0,22.0,26.0,62.0,40.0,42.0,46.0,51.0,56.0,91.0,78.0,20.0,49.0,15.0,36.0,51.0,70.0,57.0,17.0,91.0,Undergraduate
CAR00985,Automotive Engineer Specialist 985,Business,Track 5,Cluster 25,24.0,79.0,36.0,59.0,69.0,81.0,66.0,32.0,36.0,49.0,63.0,51.0,43.0,43.0,77.0,84.0,24.0,45.0,17.0,55.0,77.0,Higher Secondary
CAR00986,Aviation Engineer Specialist 986,Finance,Track 6,Cluster 26,69.0,41.0,63.0,29.0,15.0,52.0,20.0,57.0,42.0,43.0,39.0,16.0,76.0,67.0,37.0,89.0,24.0,33.0,90.0,83.0,54.0,Undergraduate
CAR00987,Pilot Specialist 987,Law,Track 7,Cluster 27,83.0,95.0,74.0,40.0,41.0,26.0,60.0,23.0,33.0,72.0,18.0,41.0,83.0,83.0,51.0,78.0,35.0,44.0,37.0,72.0,35.0,Secondary
CAR00988,Marine Engineer Specialist 988,Education,Track 8,Cluster 28,90.0,36.0,81.0,75.0,52.0,68.0,52.0,93.0,56.0,71.0,56.0,57.0,20.0,94.0,23.0,40.0,64.0,79.0,44.0,73.0,65.0,Professional Degree
CAR00989,Oceanographer Specialist 989,Psychology & Social Services,Track 9,Cluster 29,54.0,32.0,37.0,84.0,32.0,21.0,64.0,41.0,79.0,75.0,15.0,77.0,56.0,86.0,93.0,86.0,15.0,16.0,,43.0,17.0,Secondary
CAR00990,Accountant Specialist 990,Government & Public Service,Track 10,Cluster 30,74.0,48.0,58.0,78.0,66.0,76.0,79.0,32.0,75.0,89.0,44.0,87.0,48.0,67.0,61.0,75.0,52.0,32.0,78.0,28.0,39.0,Secondary
CAR00991,Financial Analyst Specialist 991,Defence & Security, Track 1 ,Cluster 1,86.0,59.0,29.0,76.0,21.0,87.0,75.0,27.0,28.0,61.0,76.0,30.0,57.0,34.0,36.0,55.0,69.0,80.0,88.0,56.0,90.0,Diploma
CAR00992,Auditor Specialist 992,Media & Communication,Track 2,Cluster 2,78.0,61.0,43.0,18.0,95.0,85.0,25.0,69.0,19.0,47.0,33.0,81.0,78.0,34.0,47.0,69.0,63.0,54.0,73.0,44.0,90.0,Secondary
CAR00993,Investment Analyst Specialist 993,Arts & Design,Track 3,Cluster 3,26.0,57.0,76.0,40.0,32.0,95.0,90.0,16.0,62.0,75.0,72.0,94.0,89.0,50.0,69.0,45.0,72.0,59.0,31.0,80.0,21.0,Postgraduate
CAR00994,Economist Specialist 994,Fashion,Track 4,Cluster 4,79.0,21.0,94.0,34.0,57.0,68.0,37.0,34.0,66.0,31.0,73.0,43.0,78.0,81.0,86.0,71.0,74.0,50.0,76.0,25.0,83.0,Professional Degree
CAR00995,Entrepreneur Specialist 995,Hospitality & Tourism,Track 5,Cluster 5,23.0,61.0,46.0,37.0,63.0,80.0,91.0,44.0,65.0,60.0,17.0,88.0,45.0,18.0,45.0,60.0,49.0,60.0,36.0,72.0,94.0,Higher Secondary
CAR00996,Marketing Specialist Specialist 996,Sports,Track 6,Cluster 6,32.0,48.0,43.0,15.0,29.0,15.0,62.0,16.0,63.0,57.0,46.0,52.0,74.0,62.0,45.0,33.0,39.0,51.0,19.0,53.0,75.0,Diploma
CAR00997,Human Resources Specialist Specialist 997,Logistics & Supply Chain,Track 7,Cluster 7,73.0,24.0,85.0,30.0,38.0,49.0,71.0,58.0,24.0,43.0,79.0,91.0,47.0,83.0,95.0,70.0,15.0,55.0,89.0,69.0,64.0,Diploma
CAR00998,Lawyer Specialist 998,Skilled Trades,Track 8,Cluster 8,94.0,29.0,43.0,40.0,52.0,87.0,,86.0,37.0,30.0,59.0,72.0,34.0,19.0,34.0,79.0,31.0,,23.0,43.0,82.0,Diploma
CAR00999,Legal Advisor Specialist 999,Research,Track 9,Cluster 9,51.0,49.0,44.0,73.0,39.0,82.0,75.0,49.0,55.0,50.0,23.0,68.0,44.0,24.0,93.0,92.0,74.0,80.0,41.0,21.0,49.0,Higher Secondary
CAR01000,Teacher Specialist 1000,Technology,Track 10,Cluster 10,59.0,91.0,48.0,68.0,90.0,56.0,38.0,48.0,29.0,81.0,44.0,94.0,62.0,34.0,33.0,87.0,35.0,56.0,71.0,58.0,34.0,Diploma
CAR01001,Education Consultant Specialist 1001,Engineering,Track 1,Cluster 11,54.0,48.0,15.0,79.0,21.0,24.0,38.0,77.0,48.0,84.0,17.0,89.0,43.0,54.0,58.0,53.0,34.0,39.0,79.0,54.0,69.0,Diploma
CAR01002,Psychologist Specialist 1002,Healthcare,Track 2,Cluster 12,73.0,29.0,58.0,18.0,15.0,50.0,36.0,23.0,55.0,77.0,85.0,50.0,30.0,88.0,69.0,60.0,44.0,20.0,20.0,42.0,47.0,Postgraduate
CAR01003,Counsellor Specialist 1003,Life Sciences,Track 3,Cluster 13,67.0,81.0,33.0,62.0,25.0,36.0,41.0,60.0,81.0,95.0,30.0,51.0,57.0,22.0,82.0,,76.0,47.0,,93.0,78.0,Secondary
CAR01004,Social Worker Specialist 1004,Agriculture,Track 4,Cluster 14,61.0,46.0,37.0,24.0,30.0,25.0,33.0,60.0,36.0,30.0,46.0,53.0,48.0,17.0,75.0,93.0,31.0,24.0,37.0,45.0,72.0,Secondary
CAR01005,Civil Services Officer Specialist 1005,Environment,Track 5,Cluster 15,53.0,15.0,93.0,15.0,53.0,70.0,64.0,48.0,93.0,67.0,35.0,19.0,41.0,75.0,21.0,40.0,61.0,41.0,82.0,30.0,92.0,Undergraduate
CAR01006,Policy Analyst Specialist 1006,Architecture & Construction,Track 6,Cluster 16,39.0,37.0,20.0,65.0,69.0,89.0,55.0,63.0,67.0,47.0,91.0,15.0,88.0,53.0,81.0,33.0,69.0,75.0,30.0,17.0,50.0,Secondary
CAR01007,Defence Officer Specialist 1007,Manufacturing,Track 7,Cluster 17,78.0,85.0,34.0,91.0,26.0,53.0,91.0,33.0,60.0,56.0,50.0,41.0,71.0,34.0,,37.0,43.0,42.0,89.0,29.0,89.0,Undergraduate
CAR01008,Journalist Specialist 1008,Energy,Track 8,Cluster 18,20.0,50.0,49.0,60.0,61.0,39.0,82.0,36.0,77.0,16.0,30.0,53.0,88.0,77.0,81.0,43.0,87.0,,82.0,32.0,89.0,Postgraduate
CAR01009, Public Relations Specialist Specialist 1009 ,Transportation,Track 9,Cluster 19,34.0,95.0,64.0,,67.0,15.0,89.0,39.0,55.0,81.0,33.0,59.0,91.0,95.0,72.0,39.0,88.0,66.0,84.0,89.0,18.0,Postgraduate
CAR01010,Content Creator Specialist 1010,Aviation,Track 10,Cluster 20,,62.0,58.0,79.0,46.0,68.0,86.0,93.0,42.0,16.0,82.0,63.0,83.0,39.0,40.0,62.0,61.0,75.0,32.0,17.0,75.0,Secondary
CAR01011,Graphic Designer Specialist 1011,Marine,Track 1,Cluster 21,50.0,18.0,26.0,56.0,55.0,45.0,78.0,83.0,93.0,88.0,68.0,86.0,23.0,91.0,48.0,77.0,88.0,64.0,51.0,94.0,70.0,Higher Secondary
CAR01012,UI UX Designer Specialist 1012,Business,Track 2,Cluster 22,46.0,56.0,39.0,82.0,81.0,21.0,21.0,16.0,52.0,15.0,76.0,72.0,48.0,41.0,59.0,95.0,44.0,73.0,86.0,15.0,95.0,Secondary
CAR01013,Product Designer Specialist 1013,Finance,Track 3, Cluster 23 ,91.0,88.0,84.0,40.0,25.0,92.0,74.0,66.0,69.0,65.0,62.0,79.0,37.0,47.0,56.0,82.0,68.0,57.0,51.0,32.0,26.0,Diploma
CAR01014,Fashion Designer Specialist 1014,Law,Track 4,Cluster 24,90.0,23.0,28.0,25.0,52.0,45.0,47.0,88.0,84.0,88.0,73.0,51.0,87.0,50.0,72.0,32.0,79.0,73.0,84.0,43.0,50.0,Diploma
CAR01015,Illustrator Specialist 1015,Education,Track 5,Cluster 25,25.0,61.0,56.0,17.0,70.0,75.0,85.0,45.0,89.0,87.0,73.0,62.0,42.0,71.0,57.0,62.0,43.0,67.0,49.0,79.0,,Higher Secondary
CAR01016,Animator Specialist 1016,Psychology & Social Services,Track 6,Cluster 26,18.0,,18.0,94.0,19.0,81.0,65.0,42.0,73.0,95.0,85.0,29.0,82.0,60.0,38.0,94.0,83.0,76.0,85.0,25.0,23.0,Higher Secondary
CAR01017,Chef Specialist 1017,Government & Public Service,Track 7,Cluster 27,57.0,47.0,46.0,88.0,20.0,37.0,36.0,23.0,73.0,62.0,67.0,52.0,28.0,81.0,78.0,37.0,66.0,,45.0,53.0,73.0,Undergraduate
CAR01018,Hotel Manager Specialist 1018,Defence & Security,Track 8,Cluster 28,40.0,93.0,43.0,37.0,94.0,38.0,32.0,18.0,16.0,56.0,89.0,93.0,89.0,48.0,55.0,16.0,54.0,73.0,91.0,93.0,81.0,Undergraduate
CAR01019,Travel Consultant Specialist 1019,Media & Communication,Track 9,Cluster 29,60.0,23.0,79.0,42.0,21.0,63.0,63.0,54.0,67.0,18.0,26.0,57.0,77.0,39.0,22.0,88.0,89.0,40.0,40.0,51.0,48.0,Undergraduate
CAR01020,Sports Coach Specialist 1020,Arts & Design,Track 10, Cluster 30 ,68.0,32.0,95.0,89.0,52.0,64.0,82.0,,47.0,69.0,88.0,65.0,17.0,66.0,83.0,21.0,,88.0,52.0,36.0,36.0,Secondary
CAR01021, Sports Scientist Specialist 1021 ,Fashion,Track 1,Cluster 1,57.0,18.0,70.0,94.0,58.0,52.0,40.0,34.0,15.0,44.0,91.0,35.0,54.0,34.0,83.0,27.0,24.0,34.0,59.0,45.0,24.0,Secondary
CAR01022,Supply Chain Analyst Specialist 1022,Hospitality & Tourism,Track 2,Cluster 2,39.0,36.0,91.0,24.0,28.0,16.0,90.0,75.0,40.0,63.0,69.0,55.0,32.0,95.0,64.0,53.0,17.0,27.0,19.0,17.0,28.0,Undergraduate
CAR01023,Logistics Manager Specialist 1023,Sports,Track 3,Cluster 3,16.0,75.0,60.0,18.0,34.0,54.0,65.0,69.0,23.0,83.0,30.0,20.0,25.0,52.0,77.0,75.0,81.0,89.0,93.0,81.0,47.0,Higher Secondary
CAR01024,Electrician Specialist 1024,Logistics & Supply Chain,Track 4,Cluster 4,89.0,92.0,92.0,66.0,16.0,41.0,77.0,65.0,24.0,74.0,90.0,54.0,82.0,34.0,48.0,27.0,95.0,50.0,23.0,93.0,94.0,Higher Secondary
CAR01025,Welder Specialist 1025,Skilled Trades,Track 5,Cluster 5,76.0,17.0,35.0,52.0,64.0,69.0,22.0,23.0,74.0,45.0,63.0,73.0,49.0,76.0,76.0,21.0,58.0,36.0,27.0,49.0,74.0,Higher Secondary
CAR01026,Technician Specialist 1026,Research,Track 6,Cluster 6,78.0,60.0,92.0,24.0,61.0,23.0,93.0,50.0,27.0,29.0,33.0,32.0,35.0,44.0,30.0,49.0,92.0,26.0,89.0,28.0,92.0,Secondary
CAR01027,Research Scientist Specialist 1027,Technology,Track 7,Cluster 7,51.0,44.0,51.0,71.0,92.0,69.0,25.0,95.0,75.0,43.0,30.0,78.0,94.0,38.0,79.0,41.0,62.0,54.0,34.0,65.0,38.0,Professional Degree
CAR01028,Software Developer Specialist 1028,Engineering,Track 8,Cluster 8,79.0,20.0,55.0,35.0,59.0,19.0,66.0,17.0,72.0,66.0,31.0,73.0,73.0,73.0,40.0,79.0,90.0,19.0,78.0,69.0,31.0,Professional Degree
CAR01029,Data Scientist Specialist 1029,Healthcare,Track 9,Cluster 9,59.0,82.0,86.0,31.0,94.0,65.0,94.0,75.0,54.0,43.0,72.0,16.0,57.0,91.0,46.0,45.0,47.0,18.0,40.0,47.0,62.0,Secondary
CAR01030,AI Engineer Specialist 1030,Life Sciences,Track 10,Cluster 10,49.0,64.0,30.0,32.0,35.0,58.0,79.0,70.0,38.0,81.0,42.0,56.0,94.0,18.0,34.0,16.0,88.0,83.0,61.0,83.0,63.0,Secondary
CAR01031,Machine Learning Engineer Specialist 1031,Agriculture,Track 1,Cluster 11,81.0,59.0,64.0,51.0,78.0,62.0,54.0,65.0,51.0,43.0,75.0,55.0,81.0,58.0,87.0,72.0,28.0,73.0,,37.0,65.0,Professional Degree
CAR01032,Cybersecurity Analyst Specialist 1032,Environment,Track 2,Cluster 12,35.0,84.0,43.0,77.0,27.0,70.0,27.0,90.0,58.0,89.0,78.0,45.0,62.0,36.0,91.0,58.0,48.0,42.0,74.0,23.0,35.0,Undergraduate
CAR01033,Cloud Engineer Specialist 1033,Architecture & Construction,Track 3,Cluster 13,38.0,83.0,77.0,76.0,95.0,23.0,52.0,43.0,93.0,21.0,51.0,39.0,80.0,53.0,63.0,65.0,22.0,38.0,43.0,81.0,69.0,Professional Degree
CAR01034,Database Administrator Specialist 1034,Manufacturing,Track 4,Cluster 14,54.0,71.0,69.0,26.0,43.0,89.0,85.0,42.0,90.0,41.0,81.0,55.0,25.0,22.0,59.0,24.0,59.0,62.0,52.0,57.0,58.0,Diploma
CAR01035,Web Developer Specialist 1035,Energy,Track 5,Cluster 15,89.0,16.0,22.0,43.0,69.0,86.0,89.0,46.0,85.0,87.0,32.0,58.0,84.0,74.0,79.0,25.0,16.0,92.0,75.0,16.0,75.0,Postgraduate
CAR01036,Mobile App Developer Specialist 1036,Transportation,Track 6,Cluster 16,54.0,93.0,64.0,49.0,42.0,39.0,85.0,90.0,17.0,34.0,66.0,45.0,67.0,83.0,84.0,25.0,89.0,24.0,84.0,37.0,44.0,Postgraduate
CAR01037,Network Engineer Specialist 1037,Aviation,Track 7,Cluster 17,94.0,94.0,78.0,89.0,29.0,95.0,64.0,34.0,73.0,94.0,40.0,88.0,83.0,86.0,27.0,71.0,66.0,65.0,28.0,23.0,61.0,Higher Secondary
CAR01038,Data Analyst Specialist 1038,Marine,Track 8,Cluster 18,87.0,70.0,92.0,60.0,69.0,39.0,16.0,27.0,85.0,28.0,82.0,71.0,44.0,15.0,65.0,83.0,27.0,65.0,50.0,95.0,26.0,Professional Degree
CAR01039,Business Analyst Specialist 1039,Business,Track 9,Cluster 19,47.0,47.0,95.0,51.0,57.0,76.0,40.0,93.0,74.0,36.0,55.0,42.0,28.0,21.0,75.0,33.0,30.0,77.0,82.0,71.0,82.0,Secondary
CAR01040,Civil Engineer Specialist 1040,Finance,Track 10,Cluster 20,20.0,16.0,57.0,69.0,18.0,95.0,73.0,110.0,17.0,38.0,,54.0,20.0,82.0,70.0,63.0,90.0,91.0,42.0,74.0,55.0,Professional Degree
CAR01041,Mechanical Engineer Specialist 1041,Law,Track 1,Cluster 21,17.0,86.0,74.0,57.0,71.0,37.0,82.0,21.0,84.0,57.0,89.0,24.0,59.0,,77.0,70.0,34.0,62.0,66.0,18.0,48.0,Secondary
CAR01042,Electrical Engineer Specialist 1042,Education,Track 2,Cluster 22,64.0,64.0,29.0,85.0,35.0,54.0,50.0,19.0,94.0,70.0,85.0,22.0,52.0,22.0,45.0,40.0,80.0,34.0,76.0,18.0,69.0,Secondary
CAR01043,Electronics Engineer Specialist 1043,Psychology & Social Services,Track 3,Cluster 23,87.0,16.0,16.0,48.0,39.0,63.0,37.0,42.0,87.0,37.0,27.0,64.0,78.0,32.0,50.0,91.0,28.0,50.0,70.0,39.0,17.0,Diploma
CAR01044,Chemical Engineer Specialist 1044,Government & Public Service,Track 4,Cluster 24,87.0,24.0,29.0,56.0,72.0,34.0,54.0,74.0,71.0,58.0,30.0,81.0,80.0,50.0,31.0,32.0,44.0,27.0,95.0,22.0,54.0,Undergraduate
CAR01045,Biomedical Engineer Specialist 1045,Defence & Security,Track 5,Cluster 25,61.0,80.0,65.0,27.0,84.0,40.0,81.0,63.0,39.0,22.0,84.0,48.0,56.0,45.0,74.0,16.0,67.0,85.0,33.0,15.0,56.0,Secondary
CAR01046,Environmental Engineer Specialist 1046,Media & Communication,Track 6,Cluster 26,49.0,34.0,30.0,88.0,86.0,32.0,63.0,68.0,22.0,,18.0,62.0,89.0,34.0,35.0,67.0,26.0,21.0,50.0,89.0,62.0,Professional Degree
CAR01047,Architect Specialist 1047,Arts & Design,Track 7,Cluster 27,88.0,85.0,61.0,65.0,81.0,89.0,53.0,91.0,54.0,22.0,25.0,26.0,76.0,68.0,41.0,89.0,,47.0,66.0,40.0,17.0,Higher Secondary
CAR01048,Urban Planner Specialist 1048,Fashion,Track 8,Cluster 28,66.0,92.0,71.0,31.0,69.0,31.0,19.0,72.0,86.0,33.0,35.0,54.0,27.0,94.0,69.0,30.0,21.0,56.0,76.0,88.0,39.0,Postgraduate
CAR01049,Doctor Specialist 1049,Hospitality & Tourism,Track 9,Cluster 29,62.0,90.0,26.0,63.0,86.0,93.0,60.0,38.0,78.0,93.0,20.0,29.0,86.0,88.0,62.0,50.0,30.0,88.0,41.0,61.0,54.0,Secondary
CAR01050,Nurse Specialist 1050,Sports,Track 10,Cluster 30,37.0,57.0,45.0,16.0,81.0,90.0,31.0,91.0,55.0,55.0,44.0,56.0,57.0,43.0,59.0,63.0,68.0,58.0,75.0,21.0,46.0,Professional Degree
CAR01051,Physiotherapist Specialist 1051,Logistics & Supply Chain,Track 1,Cluster 1,61.0,90.0,42.0,75.0,72.0,94.0,94.0,52.0,51.0,22.0,61.0,60.0,86.0,85.0,58.0,53.0,75.0,55.0,68.0,20.0,58.0,Undergraduate
CAR01052,Pharmacist Specialist 1052,Skilled Trades,Track 2,Cluster 2,18.0,28.0,71.0,38.0,34.0,21.0,84.0,80.0,57.0,21.0,76.0,44.0,39.0,70.0,73.0,60.0,80.0,23.0,42.0,38.0,44.0,Higher Secondary
CAR01053,Dentist Specialist 1053,Research,Track 3,Cluster 3,62.0,20.0,53.0,20.0,53.0,19.0,33.0,42.0,29.0,39.0,89.0,66.0,35.0,94.0,75.0,20.0,51.0,19.0,21.0,74.0,32.0,Postgraduate
CAR01054,Medical Laboratory Scientist Specialist 1054,Technology,Track 4,Cluster 4,43.0,65.0,69.0,70.0,63.0,41.0,42.0,37.0,87.0,76.0,37.0,77.0,41.0,92.0,37.0,37.0,37.0,38.0,39.0,67.0,54.0,Postgraduate
